unique_id,subnational_wide,per_unit_impacts,emissions_reduction_impact,units,impact_time_frame,impact_page,intervention,mitigation_strategy_cat,sector,study_subject_type,study_subject_value,study_subject_units,impact_type,methodology,model,impact_components,subnational_context,subnational_name,subnational_country,subnational_page,gov_action_or_policy,policy_note,policy_page,units_available,synthesis_group,name,country,entity_type,iso,population,region,mitigation_stratcat_t2,mitigation_stratcat_t1,emissions_reduction_impact_orig,units_orig,year,impact_time_period_end,weight1,weight2,unit_conversion,er_impact_tco2,er_impact_tco2_annual,er_impact_tco2_annual_pc,short_strat,outlier,er_impact_std_w1,er_impact_std_w2
22608,Yes,No,228.27,million tCO2,30,10,Renewable portfolio standard,Other renewable energy,Electricity and heat,NA,NA,NA,Potential/Ex Ante,Energy systems modeling,MARKAL,"Power generation, Includes emissions from electricity generation, residential, commercial, industrial, and transportation sectors, and CO2 sequestered during biomass growing.",Regional Government,Indiana,USA,NA,No,NA,NA,No,sg_1,Indiana,United States of America,Region,USA,6785528,North America,Other renewable energy,Clean energy generation,      NA,NA,2016,2036,0.6,0.8,1000000,228270000,7609000,1.1213571,Other renewable energy,0,0.67281426,0.89708568
23299,Yes,No,22.782,Million kg CO2/25 years,25,13,Hydrokinetic turbines (HKT/DG/B vs DG/B),Other renewable energy,Electricity and heat,NA,NA,NA,Potential/Ex Ante,Energy systems modeling,HOMER optimization software,"Electricity production, electricity fuel replacement",City or Municipal Government,Naga Hammadi,Egypt,3,No,NA,NA,No,sg_1,Naga Hammadi,Egypt,City,EGY,42820,Middle East and North Africa,Other renewable energy,Clean energy generation,      NA,NA,2016,NA,0.65,0.95,1000,22782,911.28,0.021281644,Other renewable energy,0,0.013833069,0.020217562
23299,Yes,No,2.859,Million kg CO2/25 years,25,13,Hydrokinetic turbines (PV/HKT/DG/B vs PV/DG/B),Other renewable energy,Electricity and heat,NA,NA,NA,Potential/Ex Ante,Energy systems modeling,HOMER optimization software,"Electricity production, electricity fuel replacement",City or Municipal Government,Naga Hammadi,Egypt,3,No,NA,NA,No,sg_1,Naga Hammadi,Egypt,City,EGY,42820,Middle East and North Africa,Other renewable energy,Clean energy generation,      NA,NA,2016,NA,0.65,0.95,1000,2859,114.36,0.002670715,Other renewable energy,0,0.001735965,0.002537179
23299,Yes,No,73.431,Million kg CO2/25 years,25,13,Solar photovoltaic (PV/DG/B vs DG/B),Solar PV energy,Electricity and heat,NA,NA,NA,Potential/Ex Ante,Energy systems modeling,HOMER optimization software,"Electricity production, electricity fuel replacement",City or Municipal Government,Naga Hammadi,Egypt,3,No,NA,NA,No,sg_1,Naga Hammadi,Egypt,City,EGY,42820,Middle East and North Africa,Solar PV energy,Clean energy generation,      NA,NA,2016,NA,0.65,0.95,1000,73431,2937.24,0.068595049,Solar PV energy,0,0.044586782,0.065165297
23299,Yes,No,53.508,Million kg CO2/25 years,25,13,Solar photovoltaic (PV/HKT/DG/B vs. HKT/DG/B),Solar PV energy,Electricity and heat,NA,NA,NA,Potential/Ex Ante,Energy systems modeling,HOMER optimization software,"Electricity production, electricity fuel replacement",City or Municipal Government,Naga Hammadi,Egypt,3,No,NA,NA,No,sg_1,Naga Hammadi,Egypt,City,EGY,42820,Middle East and North Africa,Solar PV energy,Clean energy generation,      NA,NA,2016,NA,0.65,0.95,1000,53508,2140.32,0.04998412,Solar PV energy,0,0.032489678,0.047484914
25822,Yes,No,428800,kgCO2/year,1,17,Operations alteration of cooling cycle,"District heating/cooling, expansion",Electricity and heat,NA,NA,NA,Potential/Ex Ante,Exergy analysis and energy systems modeling,Transient System Simulation Tool (TRNSYS) modeling,Electricity consumption,City or Municipal Government,"University of Idaho, Moscow",USA,6,No,NA,NA,No,sg_1,"University of Idaho, Moscow",United States of America,City,USA,25435,North America,"District heating/cooling, expansion",Energy system operations,      NA,NA,2021,NA,0.65,0.95,0.001,428.8,428.8,0.016858659,District heating/coo...,0,0.010958129,0.016015726
31039,Yes,No,0.46,TgCO2e/year,1,8,"Net-zero deforestation, reduce deforestation rate until it equals gross recovery state","Afforestation, greening",Agriculture and forestry,Land,3576086,hectares,Potential/Ex Ante,Emissions modeling,"Carbon Budget Model of the Canadian Forest Sector (CBM-CFS3), Carbon Budget Modelling Framework for Harvested Wood Products (CBM-FHWP)","GHG fluxes (emissions and sequestration), harvested wood product production",Regional Government,Durango,Mexico,4,No,NA,NA,Yes,sg_1,Durango,Mexico,Region,MEX,1832650,Latin America and Caribbean,"Afforestation, greening",Land use and development,      NA,NA,2018,2030,0.626666667,0.88,1000000,460000,460000,0.251002646,"Afforestation, greening",0,0.157294992,0.220882329
31039,Yes,No,0.48,TgCO2e/year,1,8,Increase net forest recovery rate,"Afforestation, greening",Agriculture and forestry,Land,3576086,hectares,Potential/Ex Ante,Emissions modeling,"Carbon Budget Model of the Canadian Forest Sector (CBM-CFS3), Carbon Budget Modelling Framework for Harvested Wood Products (CBM-FHWP)","GHG fluxes (emissions and sequestration), harvested wood product production",Regional Government,Durango,Mexico,4,No,NA,NA,Yes,sg_1,Durango,Mexico,Region,MEX,1832650,Latin America and Caribbean,"Afforestation, greening",Land use and development,      NA,NA,2018,2030,0.626666667,0.88,1000000,480000,480000,0.261915805,"Afforestation, greening",0,0.164133904,0.230485908
31039,Yes,No,-1.12,TgCO2e/year,1,8,"Increased productivity and harvest, with harvest for same commodities and low displacement factor","Afforestation, greening",Agriculture and forestry,Land,3576086,hectares,Potential/Ex Ante,Emissions modeling,"Carbon Budget Model of the Canadian Forest Sector (CBM-CFS3), Carbon Budget Modelling Framework for Harvested Wood Products (CBM-FHWP)","GHG fluxes (emissions and sequestration), harvested wood product production",Regional Government,Durango,Mexico,4,No,NA,NA,Yes,sg_1,Durango,Mexico,Region,MEX,1832650,Latin America and Caribbean,"Afforestation, greening",Land use and development,      NA,NA,2018,2030,0.626666667,0.88,1000000,-1120000,-1120000,-0.611136878,"Afforestation, greening",0,-0.38297911,-0.537800453
31039,Yes,No,-0.95,TgCO2e/year,1,8,"Increased productivity and harvest, with harvest long-lived commodities only and low displacement factor","Afforestation, greening",Agriculture and forestry,Land,3576086,hectares,Potential/Ex Ante,Emissions modeling,"Carbon Budget Model of the Canadian Forest Sector (CBM-CFS3), Carbon Budget Modelling Framework for Harvested Wood Products (CBM-FHWP)","GHG fluxes (emissions and sequestration), harvested wood product production",Regional Government,Durango,Mexico,4,No,NA,NA,Yes,sg_1,Durango,Mexico,Region,MEX,1832650,Latin America and Caribbean,"Afforestation, greening",Land use and development,      NA,NA,2018,2030,0.626666667,0.88,1000000,-950000,-950000,-0.518375031,"Afforestation, greening",0,-0.324848353,-0.456170027
31039,Yes,No,-0.83,TgCO2e/year,1,8,"Increased productivity and harvest, with harvest for same commodities and medium displacement factor","Afforestation, greening",Agriculture and forestry,Land,3576086,hectares,Potential/Ex Ante,Emissions modeling,"Carbon Budget Model of the Canadian Forest Sector (CBM-CFS3), Carbon Budget Modelling Framework for Harvested Wood Products (CBM-FHWP)","GHG fluxes (emissions and sequestration), harvested wood product production",Regional Government,Durango,Mexico,4,No,NA,NA,Yes,sg_1,Durango,Mexico,Region,MEX,1832650,Latin America and Caribbean,"Afforestation, greening",Land use and development,      NA,NA,2018,2030,0.626666667,0.88,1000000,-830000,-830000,-0.452896079,"Afforestation, greening",0,-0.283814876,-0.39854855
31039,Yes,No,-0.31,TgCO2e/year,1,8,"Increased productivity and harvest, with harvest long-lived commodities only and medium displacement factor","Afforestation, greening",Agriculture and forestry,Land,3576086,hectares,Potential/Ex Ante,Emissions modeling,"Carbon Budget Model of the Canadian Forest Sector (CBM-CFS3), Carbon Budget Modelling Framework for Harvested Wood Products (CBM-FHWP)","GHG fluxes (emissions and sequestration), harvested wood product production",Regional Government,Durango,Mexico,4,No,NA,NA,Yes,sg_1,Durango,Mexico,Region,MEX,1832650,Latin America and Caribbean,"Afforestation, greening",Land use and development,      NA,NA,2018,2030,0.626666667,0.88,1000000,-310000,-310000,-0.169153957,"Afforestation, greening",0,-0.106003147,-0.148855482
31039,Yes,No,-0.67,TgCO2e/year,1,8,"Increased recovery rate, productivity and harvest, with harvest for same commodities and low displacement factor","Afforestation, greening",Agriculture and forestry,Land,3576086,hectares,Potential/Ex Ante,Emissions modeling,"Carbon Budget Model of the Canadian Forest Sector (CBM-CFS3), Carbon Budget Modelling Framework for Harvested Wood Products (CBM-FHWP)","GHG fluxes (emissions and sequestration), harvested wood product production",Regional Government,Durango,Mexico,4,No,NA,NA,Yes,sg_1,Durango,Mexico,Region,MEX,1832650,Latin America and Caribbean,"Afforestation, greening",Land use and development,      NA,NA,2018,2030,0.626666667,0.88,1000000,-670000,-670000,-0.365590811,"Afforestation, greening",0,-0.229103575,-0.321719914
31039,Yes,No,-0.5,TgCO2e/year,1,8,"Increased recovery rate, productivity and harvest, with harvest long-lived commodities only and low displacement factor","Afforestation, greening",Agriculture and forestry,Land,3576086,hectares,Potential/Ex Ante,Emissions modeling,"Carbon Budget Model of the Canadian Forest Sector (CBM-CFS3), Carbon Budget Modelling Framework for Harvested Wood Products (CBM-FHWP)","GHG fluxes (emissions and sequestration), harvested wood product production",Regional Government,Durango,Mexico,4,No,NA,NA,Yes,sg_1,Durango,Mexico,Region,MEX,1832650,Latin America and Caribbean,"Afforestation, greening",Land use and development,      NA,NA,2018,2030,0.626666667,0.88,1000000,-500000,-500000,-0.272828964,"Afforestation, greening",0,-0.170972817,-0.240089488
31039,Yes,No,-0.38,TgCO2e/year,1,8,"Increased recovery rate, productivity and harvest, with harvest for same commodities and medoim displacement factor","Afforestation, greening",Agriculture and forestry,Land,3576086,hectares,Potential/Ex Ante,Emissions modeling,"Carbon Budget Model of the Canadian Forest Sector (CBM-CFS3), Carbon Budget Modelling Framework for Harvested Wood Products (CBM-FHWP)","GHG fluxes (emissions and sequestration), harvested wood product production",Regional Government,Durango,Mexico,4,No,NA,NA,Yes,sg_1,Durango,Mexico,Region,MEX,1832650,Latin America and Caribbean,"Afforestation, greening",Land use and development,      NA,NA,2018,2030,0.626666667,0.88,1000000,-380000,-380000,-0.207350012,"Afforestation, greening",0,-0.129939341,-0.182468011
31039,Yes,No,0.14,TgCO2e/year,1,8,"Increased recovery rate, productivity and harvest, with harvest long-lived commodities only and medium displacement factor","Afforestation, greening",Agriculture and forestry,Land,3576086,hectares,Potential/Ex Ante,Emissions modeling,"Carbon Budget Model of the Canadian Forest Sector (CBM-CFS3), Carbon Budget Modelling Framework for Harvested Wood Products (CBM-FHWP)","GHG fluxes (emissions and sequestration), harvested wood product production",Regional Government,Durango,Mexico,4,No,NA,NA,Yes,sg_1,Durango,Mexico,Region,MEX,1832650,Latin America and Caribbean,"Afforestation, greening",Land use and development,      NA,NA,2018,2030,0.626666667,0.88,1000000,140000,140000,0.07639211,"Afforestation, greening",0,0.047872389,0.067225057
71982,Yes,No,0.74,Mt CO2 yr-1,1,18,Brownfield land redevelopment,"Master planning, integrated planning, urban form, design, planning",Agriculture and forestry,Land,925,hectares,Achieved/Ex Post,consequential life cycle assessment,NA,"Degradation of site contaminants, vegetation emissions (primary), remediation activities (secondary), avoided greenfield land development (tertiary)",City or Municipal Government,San Francisco,USA,1,Yes,California’s Sustainable Communities and Climate Protection Act,7,Yes,sg_1,San Francisco,United States of America,City,USA,815201,North America,"Master planning, integrated planning, urban form, design, planning",Land use and development,      NA,NA,2018,2010,1,1,1000000,740000,740000,0.907751585,"Master planning, int...",0,0.907751585,0.907751585
101483,Yes,No,7239.81,10^4t CO2eq,10,7 (Supplementary Information),Agricultural land management minimizing environmental load and guaranteeing basic grain ration in region,Agricultural land management,Agriculture and forestry,Land,579.27,10^4 hectares,Potential/Ex Ante,Double objective linear programming,NA,Unclear,Regional Government,Shangdong Province,China,2,No,NA,NA,Yes,sg_1,Shandong Province,China,Region,CHN,101527453,East Asia and the Pacific,Agricultural land management,Agriculture and farm practices,      NA,NA,2021,2030,0.636666667,0.91,10000,72398100,7239810,0.07130889,Agricultural land ma...,0,0.045399993,0.06489109
128249,Yes,No,81.2,Mt CO2-eq,23,1,Use of landfill gas (Methane) for energy generation,"Waste to energy, energy from waste",Waste,Waste,7500,tons/day,Potential/Ex Ante,Simulation,LEAP Model,Reduction in methane emissions from use of methane to generate energy,City or Municipal Government,Tehran,Iran,1,No,NA,NA,Yes,sg_1,Tehran,Iran,City,IRN,9039000,Middle East and North Africa,"Waste to energy, energy from waste",Waste and water treatment practices,      NA,NA,2016,2035,0.603333333,0.81,1000000,81200000,3530434.78,0.390578027,"Waste to energy, ene...",0,0.235648743,0.316368202
128449,Yes,No,65538.22,tons CO2,14,5,Replacing old buses in public transport system with newer buses,Transition to low emissions fuels,Transport,Vehicles,310,vehicles,Potential/Ex Ante,Simulation of bus replacements,NA,Reductions in emissions from bus fleet due to newer more fuel efficient vehicles,Regional Government,Yogyakarta special region province,Indonesia,1,Yes,Several regulations in establishing the Trans-Jogja Bus network,4,Yes,sg_1,Yogyakarta special region province,Indonesia,Region,IDN,3712896,East Asia and the Pacific,Fuel switching and fuel efficiency,Clean vehicle transportation,      NA,NA,2013,2024,0.63,0.89,1,65538.22,4681.3,0.001260822,Fuel switching and f...,0,0.000794318,0.001122132
128449,Yes,No,77769.14,tons CO2,14,5,Replacing old buses in public transport system with newer buses,Transition to low emissions fuels,Transport,Vehicles,310,vehicles,Potential/Ex Ante,Simulation of bus replacements,NA,Reductions in emissions from bus fleet due to newer more fuel efficient vehicles,Regional Government,Yogyakarta special region province,Indonesia,1,Yes,Several regulations in establishing the Trans-Jogja Bus network,4,Yes,sg_1,Yogyakarta special region province,Indonesia,Region,IDN,3712896,East Asia and the Pacific,Fuel switching and fuel efficiency,Clean vehicle transportation,      NA,NA,2013,2024,0.63,0.89,1,77769.14,5554.94,0.00149612,Fuel switching and f...,0,0.000942556,0.001331547
128449,Yes,No,1313016.05,tons CO2,14,7,Avoided private motorized trips by commuters through availability of public transport,Public transport,Transport,Passengers,41245000,passengers,Potential/Ex Ante,Simulation of avoided trips,NA,Reductions in emissions from uptake in public transport and decrease in private motorized trips,Regional Government,Yogyakarta special region province,Indonesia,1,Yes,Several regulations in establishing the Trans-Jogja Bus network,4,Yes,sg_1,Yogyakarta special region province,Indonesia,Region,IDN,3712896,East Asia and the Pacific,Public transport,Alternative transportation modes,      NA,NA,2013,2024,0.63,0.89,1,1313016.05,93786.86,0.02525976,Public transport,0,0.015913649,0.022481186
142534,Yes,No,1.19,ktCO2e/year,1,17,Urban local symbiosis strategy,"Waste to energy, energy from waste",Waste,Waste,36,kt/year,Potential/Ex Ante,Industrial/urban symbiosis,Systematic modeling: Material Flow Analysis (MFA) and Life Cycle Analysis (LCA) + Simulation (with scenarios),(1) the waste flow produced in the system; (2) collection; (3) transport of collected waste to transforming plants; (4) transformation and recovery of energy; (5) distribution of the recovered energy to the applicant subsystems (users).,City or Municipal Government,Algiers,Algeria,5,No,"Low Carbon Urban Symbioisis (LC-UrS) under the Algiers Master Plan ""PDAU"" strategic guidelines",5,Yes,sg_1,Algiers,Algeria,City,DZA,4510000,Middle East and North Africa,"Waste to energy, energy from waste",Waste and water treatment practices,      NA,NA,2021,2016,0.666666667,1,1000,1190,1190,0.000263858,"Waste to energy, ene...",0,0.000175905,0.000263858
