unique_id,subnational_wide,per_unit_impacts,emissions_reduction_impact,units,impact_time_frame,impact_time_period,any_error_metrics,impact_page,intervention,mitigation_strategy_cat,sector,study_subject_general,study_subject_detail,study_subject_type,study_subject_value,study_subject_units,impact_type,methodology,model,emissions_factors,emissions_factors_page,survey,survey_respondents,impact_components,subnational_context,subnational_name,subnational_country,subnational_page,gov_action_or_policy,policy_note,policy_page,units_available,synthesis_group,name,country,entity_type,iso,lat,lng,population,population_year,region,mitigation_stratcat_t2,mitigation_stratcat_t1
19796,No,Yes,5.9,kgCO2/m2-year,1,Unclear,No,23,"High performance glazing, triple low-e glass",Energy efficiency measures,Buildings,One commercial building,"South-facing, medium-sized commercial office building with 1650 m^2 floor area",Building Area,1650,m^2,Potential/Ex Ante,Simulation analysis,EnergyPlus simulation analysis model,Yes,9,No,NA,Energy consumption,Regional Government,Jeju,South Korea,1,No,NA,NA,Yes,sg_3,Jeju,South Korea,City,KOR,33.513,126.523,486306,NA,East Asia and the Pacific,Energy efficiency measures,Building construction and improvement
19796,No,Yes,9.9,kgCO2/m2-year,1,Unclear,No,23,"High performance glazing, double tinted low-e",Energy efficiency measures,Buildings,One commercial building,"South-facing, medium-sized commercial office building with 1650 m^2 floor area",Building Area,1650,m^2,Potential/Ex Ante,Simulation analysis,EnergyPlus simulation analysis model,Yes,9,No,NA,Energy consumption,Regional Government,Jeju,South Korea,1,No,NA,NA,Yes,sg_3,Jeju,South Korea,City,KOR,33.513,126.523,486306,NA,East Asia and the Pacific,Energy efficiency measures,Building construction and improvement
19796,No,Yes,16.3,kgCO2/m2-year,1,Unclear,No,23,External venetian blind system,Energy efficiency measures,Buildings,One commercial building,"South-facing, medium-sized commercial office building with 1650 m^2 floor area",Building Area,1650,m^2,Potential/Ex Ante,Simulation analysis,EnergyPlus simulation analysis model,Yes,9,No,NA,Energy consumption,Regional Government,Jeju,South Korea,1,No,NA,NA,Yes,sg_3,Jeju,South Korea,City,KOR,33.513,126.523,486306,NA,East Asia and the Pacific,Energy efficiency measures,Building construction and improvement
19796,No,Yes,29.3,kgCO2/m2-year,1,Unclear,No,23,Variable air volume (VAV) system,Energy efficiency measures,Buildings,One commercial building,"South-facing, medium-sized commercial office building with 1650 m^2 floor area",Building Area,1650,m^2,Potential/Ex Ante,Simulation analysis,EnergyPlus simulation analysis model,Yes,9,No,NA,Energy consumption,Regional Government,Jeju,South Korea,1,No,NA,NA,Yes,sg_3,Jeju,South Korea,City,KOR,33.513,126.523,486306,NA,East Asia and the Pacific,Energy efficiency measures,Building construction and improvement
19796,No,Yes,32.1,kgCO2/m2-year,1,Unclear,No,23,Combined VAV-economizer system,Energy efficiency measures,Buildings,One commercial building,"South-facing, medium-sized commercial office building with 1650 m^2 floor area",Building Area,1650,m^2,Potential/Ex Ante,Simulation analysis,EnergyPlus simulation analysis model,Yes,9,No,NA,Energy consumption,Regional Government,Jeju,South Korea,1,No,NA,NA,Yes,sg_3,Jeju,South Korea,City,KOR,33.513,126.523,486306,NA,East Asia and the Pacific,Energy efficiency measures,Building construction and improvement
19796,No,Yes,35.6,kgCO2/m2-year,1,Unclear,No,23,Combined VAV-rotary energy recovery ventilation (ERC) system,Energy efficiency measures,Buildings,One commercial building,"South-facing, medium-sized commercial office building with 1650 m^2 floor area",Building Area,1650,m^2,Potential/Ex Ante,Simulation analysis,EnergyPlus simulation analysis model,Yes,9,No,NA,Energy consumption,Regional Government,Jeju,South Korea,1,No,NA,NA,Yes,sg_3,Jeju,South Korea,City,KOR,33.513,126.523,486306,NA,East Asia and the Pacific,Energy efficiency measures,Building construction and improvement
19796,No,Yes,37.5,kgCO2/m2-year,1,Unclear,No,23,Combined VAV-under floor air distribution (UFAD) system,Energy efficiency measures,Buildings,One commercial building,"South-facing, medium-sized commercial office building with 1650 m^2 floor area",Building Area,1650,m^2,Potential/Ex Ante,Simulation analysis,EnergyPlus simulation analysis model,Yes,9,No,NA,Energy consumption,Regional Government,Jeju,South Korea,1,No,NA,NA,Yes,sg_3,Jeju,South Korea,City,KOR,33.513,126.523,486306,NA,East Asia and the Pacific,Energy efficiency measures,Building construction and improvement
19796,No,Yes,44.4,kgCO2/m2-year,1,Unclear,No,23,Active chilled beam with dedicated outdoor air system (DOAS),Energy efficiency measures,Buildings,One commercial building,"South-facing, medium-sized commercial office building with 1650 m^2 floor area",Building Area,1650,m^2,Potential/Ex Ante,Simulation analysis,EnergyPlus simulation analysis model,Yes,9,No,NA,Energy consumption,Regional Government,Jeju,South Korea,1,No,NA,NA,Yes,sg_3,Jeju,South Korea,City,KOR,33.513,126.523,486306,NA,East Asia and the Pacific,Energy efficiency measures,Building construction and improvement
19796,No,Yes,25,kgCO2/m2-year,1,Unclear,No,23,Condensing HW boiler and high efficiency centrifugal chiller with efficiency of boiler at 95%,Energy efficiency measures,Buildings,One commercial building,"South-facing, medium-sized commercial office building with 1650 m^2 floor area",Building Area,1650,m^2,Potential/Ex Ante,Simulation analysis,EnergyPlus simulation analysis model,Yes,9,No,NA,Energy consumption,Regional Government,Jeju,South Korea,1,No,NA,NA,Yes,sg_3,Jeju,South Korea,City,KOR,33.513,126.523,486306,NA,East Asia and the Pacific,Energy efficiency measures,Building construction and improvement
19796,No,Yes,32.8,kgCO2/m2-year,1,Unclear,No,23,Condensing HW boiler and high efficiency centrifugal chiller with COP of chiller at 6.5,Energy efficiency measures,Buildings,One commercial building,"South-facing, medium-sized commercial office building with 1650 m^2 floor area",Building Area,1650,m^2,Potential/Ex Ante,Simulation analysis,EnergyPlus simulation analysis model,Yes,9,No,NA,Energy consumption,Regional Government,Jeju,South Korea,1,No,NA,NA,Yes,sg_3,Jeju,South Korea,City,KOR,33.513,126.523,486306,NA,East Asia and the Pacific,Energy efficiency measures,Building construction and improvement
19796,No,Yes,36.9,kgCO2/m2-year,1,Unclear,No,23,Condensing HW boiler and high efficiency centrifugal chiller with efficiency of boiler at 95% and COP of chiller at 6.5,Energy efficiency measures,Buildings,One commercial building,"South-facing, medium-sized commercial office building with 1650 m^2 floor area",Building Area,1650,m^2,Potential/Ex Ante,Simulation analysis,EnergyPlus simulation analysis model,Yes,9,No,NA,Energy consumption,Regional Government,Jeju,South Korea,1,No,NA,NA,Yes,sg_3,Jeju,South Korea,City,KOR,33.513,126.523,486306,NA,East Asia and the Pacific,Energy efficiency measures,Building construction and improvement
19796,No,Yes,30,kgCO2/m2-year,1,Unclear,No,23,Ground source heat pump,"Geothermal heat pumps, ground source heat pumps",Buildings,One commercial building,"South-facing, medium-sized commercial office building with 1650 m^2 floor area",Building Area,1650,m^2,Potential/Ex Ante,Simulation analysis,EnergyPlus simulation analysis model,Yes,9,No,NA,Energy consumption,Regional Government,Jeju,South Korea,1,No,NA,NA,Yes,sg_3,Jeju,South Korea,City,KOR,33.513,126.523,486306,NA,East Asia and the Pacific,"Geothermal heat pumps, ground source heat pumps",Building energy and heat systems
19796,No,Yes,51.8,kgCO2/m2-year,1,Unclear,No,23,Ground source heat pump and active chilled beam with DOAS,"Geothermal heat pumps, ground source heat pumps",Buildings,One commercial building,"South-facing, medium-sized commercial office building with 1650 m^2 floor area",Building Area,1650,m^2,Potential/Ex Ante,Simulation analysis,EnergyPlus simulation analysis model,Yes,9,No,NA,Energy consumption,Regional Government,Jeju,South Korea,1,No,NA,NA,Yes,sg_3,Jeju,South Korea,City,KOR,33.513,126.523,486306,NA,East Asia and the Pacific,"Geothermal heat pumps, ground source heat pumps",Building energy and heat systems
21014,Yes,No,479990,tCO2e,18,2013-2030,No,7,Biogas generation from domestic solid waste,"Waste to energy, energy from waste",Waste,Waste sector,Municipal Solid Waste,Municipal Solid Waste,187402,tons,Potential/Ex Ante,Waste characterization and landfill gas generation modeling (Mexico LFG Model Version 2.0),Mexico LFG Model Version 2.0,Maybe,4,No,NA,Avoided landfill methane emissions,City or Municipal Government,Mexicali,Mexico,2,No,NA,NA,Yes,sg_1,Mexicali,Mexico,City,MEX,32.66333,-115.46778,1032686,2018,Latin America and Caribbean,"Waste to energy, energy from waste",Waste and water treatment practices
21014,Yes,No,4543515,tCO2e,18,2013-2030,No,7,Biogas generation from domestic solid waste,"Waste to energy, energy from waste",Waste,Waste sector,Municipal Solid Waste,Municipal Solid Waste,511000,tons,Potential/Ex Ante,Waste characterization and landfill gas generation modeling (Mexico LFG Model Version 2.0),Mexico LFG Model Version 2.0,Maybe,4,No,NA,Avoided landfill methane emissions,City or Municipal Government,Tijuana,Mexico,2,No,NA,NA,Yes,sg_1,Tijuana,Mexico,City,MEX,32.525,-117.03333,1922523,2020,Latin America and Caribbean,"Waste to energy, energy from waste",Waste and water treatment practices
21014,Yes,No,96903,tCO2e,18,2013-2030,No,7,Biogas generation from domestic solid waste,"Waste to energy, energy from waste",Waste,Waste sector,Municipal Solid Waste,Municipal Solid Waste,34474,tons,Potential/Ex Ante,Waste characterization and landfill gas generation modeling (Mexico LFG Model Version 2.0),Mexico LFG Model Version 2.0,Maybe,4,No,NA,Avoided landfill methane emissions,City or Municipal Government,San Quintin,Mexico,2,No,NA,NA,Yes,sg_1,San Quintin,Mexico,City,MEX,30.56028,-115.9425,4777,2010,Latin America and Caribbean,"Waste to energy, energy from waste",Waste and water treatment practices
21483,Yes,No,3206,tCO2/yr,1,Unclear,No,8,Heat-only biomass boilers installed in each building,Other renewable energy,Buildings,Some buildings,Residential and commercial sectors of Koriyama City,NA,NA,NA,Potential/Ex Ante,Emissions accounting,NA,Yes,4,No,NA,"Energy fuel replacement, energy consumption",City or Municipal Government,Koriyama City,Japan,5,No,NA,NA,No,sg_1,Koriyama City,Japan,City,JPN,37.400444,140.35972,322996,2020,East Asia and the Pacific,Other renewable energy,Building energy and heat systems
21483,Yes,No,3034,tCO2/yr,1,Unclear,No,8,One-heat only boiler and district heating system installed,"District heating/cooling, expansion",Buildings,Some buildings,Residential and commercial sectors of Koriyama City,NA,NA,NA,Potential/Ex Ante,Emissions accounting,NA,Yes,4,No,NA,"Energy fuel replacement, energy consumption",City or Municipal Government,Koriyama City,Japan,5,No,NA,NA,No,sg_1,Koriyama City,Japan,City,JPN,37.400444,140.35972,322996,2020,East Asia and the Pacific,"District heating/cooling, expansion",Building energy and heat systems
21483,Yes,No,2909,tCO2/yr,1,Unclear,No,8,"Combined heat and power system and DHS were installed, heat load following operation","Cogeneration, combined heat and power, tri-generation, combined heat, cooling, and power",Buildings,Some buildings,Residential and commercial sectors of Koriyama City,NA,NA,NA,Potential/Ex Ante,Emissions accounting,NA,Yes,4,No,NA,"Energy fuel replacement, energy consumption",City or Municipal Government,Koriyama City,Japan,5,No,NA,NA,No,sg_1,Koriyama City,Japan,City,JPN,37.400444,140.35972,322996,2020,East Asia and the Pacific,"Cogeneration, combined heat and power, tri-generation, combined heat, cooling, and power",Building energy and heat systems
22608,Yes,No,209.7,million tCO2,30,2007-2036,No,10,Cap and trade (under the Clean Power Plan),"Emissions trading, cap-and-trade, carbon tax",Electricity and heat,Energy system,"Includes emissions from electricity generation, residential, commercial, industrial, and transportation sectors, and CO2 sequestered during biomass growing.",NA,NA,NA,Potential/Ex Ante,Energy systems modeling,MARKAL,No,NA,No,NA,"Power generation, Includes emissions from electricity generation, residential, commercial, industrial, and transportation sectors, and CO2 sequestered during biomass growing.",Regional Government,Indiana,USA,NA,No,NA,NA,No,sg_1,Indiana,United States of America,Region,USA,40,-86,6785528,2020,North America,"Emissions trading, cap-and-trade, carbon tax","Emissions trading, cap-and-trade, carbon tax"
22608,Yes,No,214.72,million tCO2,30,2007-2036,No,10,Carbon tax,"Emissions trading, cap-and-trade, carbon tax",Electricity and heat,Energy system,"Includes emissions from electricity generation, residential, commercial, industrial, and transportation sectors, and CO2 sequestered during biomass growing.",NA,NA,NA,Potential/Ex Ante,Energy systems modeling,MARKAL,No,NA,No,NA,"Power generation, Includes emissions from electricity generation, residential, commercial, industrial, and transportation sectors, and CO2 sequestered during biomass growing.",Regional Government,Indiana,USA,NA,No,NA,NA,No,sg_1,Indiana,United States of America,Region,USA,40,-86,6785528,2020,North America,"Emissions trading, cap-and-trade, carbon tax","Emissions trading, cap-and-trade, carbon tax"
22608,Yes,No,228.27,million tCO2,30,2007-2036,No,10,Renewable portfolio standard,Other renewable energy,Electricity and heat,Energy system,"Includes emissions from electricity generation, residential, commercial, industrial, and transportation sectors, and CO2 sequestered during biomass growing.",NA,NA,NA,Potential/Ex Ante,Energy systems modeling,MARKAL,No,NA,No,NA,"Power generation, Includes emissions from electricity generation, residential, commercial, industrial, and transportation sectors, and CO2 sequestered during biomass growing.",Regional Government,Indiana,USA,NA,No,NA,NA,No,sg_1,Indiana,United States of America,Region,USA,40,-86,6785528,2020,North America,Other renewable energy,Clean energy generation
23299,Yes,No,22.782,Million kg CO2/25 years,25,Unclear,No,13,Hydrokinetic turbines (HKT/DG/B vs DG/B),Other renewable energy,Electricity and heat,All residents,NA,NA,NA,NA,Potential/Ex Ante,Energy systems modeling,HOMER optimization software,Yes,15,No,NA,"Electricity production, electricity fuel replacement",City or Municipal Government,Naga Hammadi,Egypt,3,No,NA,NA,No,sg_1,Naga Hammadi,Egypt,City,EGY,26.05,32.25,42820,2007,Middle East and North Africa,Other renewable energy,Clean energy generation
23299,Yes,No,2.859,Million kg CO2/25 years,25,Unclear,No,13,Hydrokinetic turbines (PV/HKT/DG/B vs PV/DG/B),Other renewable energy,Electricity and heat,All residents,NA,NA,NA,NA,Potential/Ex Ante,Energy systems modeling,HOMER optimization software,Yes,15,No,NA,"Electricity production, electricity fuel replacement",City or Municipal Government,Naga Hammadi,Egypt,3,No,NA,NA,No,sg_1,Naga Hammadi,Egypt,City,EGY,26.05,32.25,42820,2007,Middle East and North Africa,Other renewable energy,Clean energy generation
23299,Yes,No,73.431,Million kg CO2/25 years,25,Unclear,No,13,Solar photovoltaic (PV/DG/B vs DG/B),Solar PV energy,Electricity and heat,All residents,NA,NA,NA,NA,Potential/Ex Ante,Energy systems modeling,HOMER optimization software,Yes,15,No,NA,"Electricity production, electricity fuel replacement",City or Municipal Government,Naga Hammadi,Egypt,3,No,NA,NA,No,sg_1,Naga Hammadi,Egypt,City,EGY,26.05,32.25,42820,2007,Middle East and North Africa,Solar PV energy,Clean energy generation
